isbn,title,author,year
0451213203,Just One Look,Harlan Coben,2004
0312981260,Temple,Matthew Reilly,1999
0312377630,Plum Lucky ,Janet Evanovich,2008
0345504968,The Passage,Justin Cronin,2010
0062333003,The Bookseller,Cynthia Swanson,2015
0743219600,Shroud for a Nightingale,P.D. James,1971
0778314472,The Wanderer,Robyn Carr,2013
0345434811,The Last Full Measure,Jeff Shaara,1991
0312934335,Unleash the Night,Sherrilyn Kenyon,2005
1846057647,Kill Alex Cross,James Patterson,2011
0425162443,The Rapture of Canaan,Sheri Reynolds,1995
0385339089,The Client,John Grisham,1993
0440242940,Outlander,Diana Gabaldon,1991
1590387422,Rise of the Evening Star,Brandon Mull,2006
0380815575,The Viscount Who Loved Me,Julia Quinn,2000
1409521966,Angel ,L.A. Weatherly,2010
0385491034,The Robber Bride,Margaret Atwood,1993
1501141511,Born to Run,Bruce Springsteen,2016
0743297318,"Look Homeward, Angel",Thomas Wolfe,1929
0312368461,Heartsick,Chelsea Cain,2007
140003003X,My Life,Bill Clinton,2004
0553807226,The Peach Keeper ,Sarah Addison Allen,2011
1594745765,The Last Policeman,Ben H. Winters,2012
0525945563,Red Dragon,Thomas Harris,1981
1400069629,Delicious!,Ruth Reichl,2014
0142004030,Lost in a Good Book,Jasper Fforde,2002
0743460529,Daddy's Little Girl,Mary Higgins Clark,2002
0786891084,Where Rainbows End,Cecelia Ahern,2004
0553279718,The Uplift War,David Brin,1987
0345367693,The Diamond Throne,David Eddings,1989
0394726413,"Bright Lights, Big City",Jay McInerney,1984
0062071165,Everbound,Brodi Ashton,2013
0751534552,Legally Blonde,Amanda Brown,2001
0307348245,Cujo,Stephen King,1981
045147516X,The Beast,J.R. Ward,2016
1416524525,The Dark Tower,Stephen King,2004
0061941026,We Are Water,Wally Lamb,2013
178089015X,Hope to Die,James Patterson,2014
1455549002,The Edge of Always,J.A. Redmerski,2013
0812998685,Slade House,David Mitchell,2015
080417766X,Aftermath,Chuck Wendig,2015
0385742371,Starters,Lissa Price,2012
0006480098,Assassin's Apprentice,Robin Hobb,1995
0374104093,Annihilation,Jeff VanderMeer,2014
0142409863,Book of Shadows,Cate Tiernan,2001
0312980140,Seven Up,Janet Evanovich,2001
0340796189,Five Go to Smuggler's Top,Enid Blyton,1942
0143038095,The Joy Luck Club,Amy Tan,1989
0763622591,Feed,M.T. Anderson,2002
0345348664,The Illearth War,Stephen R. Donaldson,1977
0061969559,I Am Number Four,Pittacus Lore,2010
0062014552,Panic,Lauren Oliver,2014
0316014532,Story of a Girl,Sara Zarr,2007
0316769029,Franny and Zooey,J.D. Salinger,1961
1857231031,Wizard at Large ,Terry Brooks,1987
039925644X,The Lions of Little Rock,Kristin Levine,2012
0307957241,Hallucinations,Oliver Sacks,1995
0805080503,The Castle of Llyr,Lloyd Alexander,1966
0062012010,Dreamless,Josephine Angelini,2012
0670025593,The Book of Life,Deborah Harkness,2014
1423160916,The Sword of Summer,Rick Riordan,2015
0375725342,The Art of Travel,Alain de Botton,2002
1447256239,The Invisible Library,Genevieve Cogman,2015
0061000019,The Blessing Way,Tony Hillerman,1970
0425265625,Tower Lord,Anthony  Ryan,2014
034541800X,The Water-Method Man,John Irving,1972
0425188930,The Damnation Game,Clive Barker,1985
0765340054,Shadow Puppets,Orson Scott Card,2002
3426615355,How to Be Good,Nick Hornby,2001
1416543694,State Of The Union,Brad Thor,2004
0393312836,A Clockwork Orange,Anthony Burgess,1962
0345522478,Hounded,Kevin Hearne,2011
0743468422,Shards of Honor,Lois McMaster Bujold,1986
031259044X,Shadowland,Alyson Noel,2009
0755309510,The Island,Victoria Hislop,2005
0609809105,"I, Elizabeth",Rosalind Miles,1992
0439050235,Duck On A Bike,David Shannon,2002
0385737424,When You Reach Me,Rebecca Stead,2009
0099282968,Bagombo Snuff Box,Kurt Vonnegut Jr.,1999
1416971734,Leviathan,Scott Westerfeld,2009
0812565959,Shadow of the Hegemon,Orson Scott Card,2000
0385521227,Sisterhood Everlasting,Ann Brashares,2011
0140178139,Leviathan,Paul Auster,1992
0061020656,Pyramids,Terry Pratchett,1989
1444778536,World After,Susan Ee,2013
0575073608,Time and Again,Jack Finney,1970
0312323867,Something Blue,Emily Giffin,2005
0061797022,The Gathering,Kelley Armstrong,2011
0373773102,The Darkest Pleasure,Gena Showalter,2008
0385343663,The Imperfectionists,Tom Rachman,2010
0385341679,Shadowfever,Karen Marie Moning,2011
0804138141,Why Not Me?,Mindy Kaling,2015
0440498058,A Wrinkle in Time,Madeleine L'Engle,1962
125006662X,The Revenant,Michael Punke,2002
0393321983,Strangers on a Train,Patricia Highsmith,1950
0316154385,The Ice Queen,Alice Hoffman,2005
0312932782,Faking It ,Jennifer Crusie,2002
014311638X,Food Rules,Michael Pollan,2008
0399155481,Promises in Death,J.D. Robb,2009
0312995059,Kane and Abel,Jeffrey Archer,1979
1416576754,Dark Desires After Dusk,Kresley Cole,2008
0007230206,Wolf Hall,Hilary Mantel,2009
0802122558,Euphoria,Lily King,2014
1569319049,Yu Yu Hakusho,Yoshihiro Togashi,1990
0451457765,Tigana,Guy Gavriel Kay,1990
000721975X,The Burning Land,Bernard Cornwell,2009
0385738773,The Death Cure,James Dashner,2011
0385613466,Before I Die,Jenny Downham,2007
0399158987,W is for Wasted,Sue Grafton,2013
0307341569,Dark Places,Gillian Flynn,2009
0425181111,Strangers,Dean Koontz,1986
0316040096,Ash,Malinda Lo,2009
0061131644,Firestar's Quest,Erin Hunter,2007
0786226749,The Cider House Rules,John Irving,1985
0425266516,Gabriel's redemption,Sylvain Reynard,2013
1596435704,Prized,Caragh M. O'Brien,2011
0099471426,The Witching Hour,Anne Rice,1990
0842365834,And the Shofar Blew,Francine Rivers,2003
0345527771,Wicked Business,Janet Evanovich,2012
0312347294,The World Without Us,Alan Weisman,2007
0743435745,Field of Dishonor,David Weber,1994
1612184715,Off to Be the Wizard,Scott  Meyer,2013
1841959111,The Raw Shark Texts,Steven Hall,2007
1423140567,The Throne of Fire,Rick Riordan,2011
0385515502,Deep Storm,Lincoln Child,2007
1416949674,The Grey King,Susan Cooper,1975
0312359322,The Last Child,John Hart,2009
0842342710,The Scarlet Thread ,Francine Rivers,1995
0593057058,Gone Tomorrow,Lee Child,2009
1841499005,Blackout,Mira Grant,2012
0060085495,Island,Aldous Huxley,1962
0743454154,Blood Memory,Greg Iles,2005
067168390X,Lonesome Dove,Larry McMurtry,1985
1416552510,Duma Key,Stephen King,2008
0064440028,Danny and the Dinosaur,Syd Hoff,1958
0345465083,Seabiscuit,Laura Hillenbrand,1999
1416544208,Eating the Dinosaur,Chuck Klosterman,2009
0142002062,Moonraker,Ian Fleming,1955
1400076196,Saturday,Ian McEwan,2005
0349113912,Me Talk Pretty One Day,David Sedaris,2000
0756402972,Stone of Farewell,Tad Williams,1990
0345476875,Interview with the Vampire,Anne Rice,1976
0679732764,Invisible Man,Ralph Ellison,1952
0393307611,H.M.S. Surprise ,Patrick O'Brian,1973
0312342020,A Wolf at the Table,Augusten Burroughs,2008
074974801X,The Magic Faraway Tree,Enid Blyton,1943
0062273264,Faking It,Cora Carmack,2013
0307931900,Two Boys Kissing,David Levithan,2013
030726419X,The Emperor's Children,Claire Messud,2006
0312938810,The Dream Hunter,Sherrilyn Kenyon,2007
0345418514,Castle Roogna,Piers Anthony,1979
0373210450,Goddess Interrupted,Aimee Carter,2012
1423165993,United We Spy,Ally Carter,2013
006083756X,Native Son ,Richard Wright,1940
0140436030,The Monk,Matthew      Lewis,1796
0006471250,A Stranger in the Mirror,Sidney Sheldon,1976
0586062009,Robots and Empire,Isaac Asimov,1985
0486282228,Pygmalion,George Bernard Shaw,1912
1400068169,Clara and Mr. Tiffany,Susan Vreeland,2010
081299860X,The Girls,Emma Cline,2016
1416589643,The Other Hand,Chris Cleave,2008
0399230033,"Good Night, Gorilla",Peggy Rathmann,1994
0547229895,The Crossing Places,Elly Griffiths,2009
0425266745,Easy,Tammara Webber,2012
0006479677,If Tomorrow Comes,Sidney Sheldon,1985
0142404624,Travel Team,Mike Lupica,2004
0061797057,The Calling,Kelley Armstrong,2012
8466302948,Pandora,Anne Rice,1998
1400043921,The Keep,Jennifer Egan,2006
0743244583,Chronicles: Volume One,Bob Dylan,2004
0803740166,Roller Girl,Victoria Jamieson,2015
1841499900,Caliban's War,James S.A. Corey,2012
0385532350,Dexter Is Delicious,Jeff Lindsay,2010
0573613052,Huis clos,Jean-Paul Sartre,1944
0399254129,Between Shades of Gray,Ruta Sepetys,2011
0060510862,The Forever War,Joe Haldeman,1974
1596435690,Birthmarked,Caragh M. O'Brien,2010
037542380X,Black Hole,Charles Burns,1995
0140285679,About a Boy,Nick Hornby,1998
0007350430,The Time of My Life,Cecelia Ahern,2011
0440227534,Number the Stars,Lois Lowry,1989
1844285081,Curious George Takes a Job,H.A. Rey,1947
1439123128,Demon From the Dark ,Kresley Cole,2010
0525426582,The One Plus One,Jojo Moyes,2014
0310247527,One Tuesday Morning,Karen Kingsbury,2003
0778317706,Pretty Baby,Mary Kubica,2015
0765346524,Wizard's First Rule,Terry Goodkind,1994
0571198775,Wit : A Play,Margaret Edson,1995
0224094157,The Sense of an Ending,Julian Barnes,2011
0743453255,Forrest Gump,Winston Groom,1986
0671739166,The Story of Philosophy,Will Durant,1926
0670020532,Why Evolution Is True,Jerry A. Coyne,2008
0307237907,Passion's Reign,Karen Harper,1983
0749744812,First Term at Malory Towers,Enid Blyton,1946
1596437138,Anya's Ghost,Vera Brosgol,2011
0399184511,The Mothers,Brit Bennett,2016
0451201027,Friends and Lovers,Eric Jerome Dickey,1997
0345481283,His Majesty's Dragon,Naomi Novik,2006
0307406105,Infected,Scott Sigler,2008
0727860992,Hell House,Richard Matheson,1971
0060009241,See Jane Score,Rachel Gibson,2003
0312577214,Fly Away,Kristin Hannah,2013
0553154346,Big Red,"Jim Kjelgaard, Carl Pfeuffer",1945
0061470856,Serena,Ron Rash,2008
0679776591,Fugitive Pieces,Anne Michaels,1996
031232118X,Something Borrowed,Emily Giffin,2004
1416548483,The Tin Roof Blowdown,James Lee Burke,2007
0553381539,Beach Music,Pat Conroy,1975
0307460207,The Baker's Daughter,Sarah McCoy,2012
0679766758,Push,Sapphire,1996
0684804522,The Garden of Eden,Ernest Hemingway,1985
1442416866,City of Lost Souls,Cassandra Clare,2012
0064407314,Monster,Walter Dean Myers,1999
0553565699,Assassin's Quest,Robin Hobb,1997
0061566179,Wanted,Sara Shepard,2010
1416940286,Caddie Woodlawn,Carol Ryrie Brink,1935
0743253973,A Separate Peace,John Knowles,1959
0062071076,Fragments,Dan Wells,2013
0399250573,Scorpia Rising,Anthony Horowitz,2011
0062498533,The Hate U Give,Angie Thomas,2017
0316187704,Rise of Empire,Michael J. Sullivan,2010
1594489998,The Wordy Shipmates,Sarah Vowell,2008
0425163717,Holiday in Death,J.D. Robb,1998
0778324214,Stray,Rachel Vincent,2007
0061284394,Evernight,Claudia Gray,2008
0060874198,A Kiss in Time,Alex Flinn,2008
0671743058,Boy's Life,Robert McCammon,1991
0099303744,Disclosure,Michael Crichton,1994
0670061018,Twisted,Laurie Halse Anderson,2007
0441013678,Count Zero,William Gibson,1986
0440993717,The Wave,"Morton Rhue, Todd Strasser",1981
1595143211,Silver Shadows,Richelle Mead,2014
0449016196,The End of Eternity,Isaac Asimov,1955
1559362766,Doubt: A Parable,John Patrick Shanley,2005
0375726403,Empire Falls,Richard Russo,2001
0061230944,The Last Oracle,James Rollins,2008
0345498208,Summer House,Nancy Thayer,2009
0142400300,The Bellmaker,Brian Jacques,1994
0316011274,Luna,Julie Anne Peters,2004
0007119356,Appointment with Death,Agatha Christie,1938
0007157169,Perelandra,C.S. Lewis,1943
0007245823,A Vintage Affair,Isabel Wolff,2009
0439023483,The Hunger Games,Suzanne Collins,2008
0060393491,The Hour I First Believed,Wally Lamb,2007
1400033837,A Thousand Acres,Jane Smiley,1991
1419711326,Hard Luck,Jeff Kinney,2013
0805092528,Rubinrot,"Kerstin Gier, Anthea Bell",2009
0060534044,Kisscut,Karin Slaughter,2002
0330371231,High Five,Janet Evanovich,1999
0679457313,The God of Small Things,Arundhati Roy,1997
1442403543,City of Fallen Angels,Cassandra Clare,2011
1416950052,Identical,Ellen Hopkins,2008
1582349177,City of Masks,Mary Hoffman,2002
1481438867,Until Friday Night,Abbi Glines,2015
0451210859,The Drawing of the Three,Stephen King,1987
039953346X,Wreck This Journal,Keri Smith,2007
0312270828,The Satanic Verses,Salman Rushdie,1988
0553381547,The Prince of Tides,Pat Conroy,1986
1250067847,Orphan X,Gregg Hurwitz,2016
0553588249,Life Expectancy,Dean Koontz,2004
0440244056,Fine Things,Danielle Steel,1987
0399170871,Obsession in Death,J.D. Robb,2015
0006280560,The Great Divorce,C.S. Lewis,1945
0007331908,The Pagan Lord,Bernard Cornwell,2013
0312642989,Winter,Marissa Meyer,2015
061871166X,The Hungry Tide,Amitav Ghosh,2004
1420103733,To Challenge a Dragon,G.A. Aiken,2004
1476717486,Effortless,S.C. Stephens,2011
0743281632,The Watchman,Robert Crais,2007
0385339658,The King of Torts,John Grisham,2003
0316017442,The Terror,Dan Simmons,2007
0345369351,Sorceress of Darshiva,David Eddings,1989
0064410471,So B. It,Sarah Weeks,2004
055215315X,Lords and Ladies,Terry Pratchett,1992
0140014454,Under The Net,Iris Murdoch,1954
0061944394,Big Nate on a Roll,Lincoln Peirce,2009
0060256710,The Missing Piece,Shel Silverstein,1976
0749009519,The Rose Garden,Susanna Kearsley,2011
1849163847,The Black house,Peter  May,2009
000712774X,The Illustrated Man,Ray Bradbury,1951
0316069906,Eating Animals,Jonathan Safran Foer,2009
1594633118,The Paying Guests,Sarah Waters,2014
0451459873,Blood Rites,Jim Butcher,2004
0060827696,Sunset,Erin Hunter,2006
0886778581,Green Rider,Kristen Britain,1998
084230052X,The Atonement Child,Francine Rivers,1997
0553213148,Anne of Avonlea,L.M. Montgomery,1909
1400077915,Runaway,Alice Munro,2004
0374404143,Annie on My Mind,Nancy Garden,1982
0061177598,Women,Charles Bukowski,1978
1476727651,Doctor Sleep,Stephen King,2013
0345467531,Magic Hour,Kristin Hannah,2006
0552153257,Feet of Clay,Terry Pratchett,1996
0006174434,The Sands of Time,Sidney Sheldon,1988
0812976185,One True Thing,Anna Quindlen,1994
1595540350,White,Ted Dekker,2004
0375828788,Trickster's Queen,Tamora Pierce,2004
0679759328,Hotel du Lac,Anita Brookner,1984
1594206627,Eileen,Ottessa Moshfegh,2015
0525471340,Skippyjon Jones,Judy Schachner,2003
0441008658,Spindle's End,Robin McKinley,2000
0553807722,What the Night Knows,Dean Koontz,2010
0394402677,The Boys from Brazil,Ira Levin,1976
038072801X,Ramona Forever,Beverly Cleary,1984
1440154236,The Siren,Kiera Cass,2009
1476778019,Beautiful Secret,Christina Lauren,2015
0441328008,Heretics of Dune,Frank Herbert,1984
0765316978,The Last Colony,John Scalzi,2007
0802170390,The Gathering,Anne Enright,2007
0525476881,An Abundance of Katherines,John Green,2006
0375833641,Wildwood Dancing,Juliet Marillier,2007
0375701966,The Moviegoer,Walker Percy,1961
0803731558,Seeing Redd,Frank Beddor,2007
0062118692,Breathe,Sarah Crossan,2012
0375424148,Habibi,Craig Thompson,2011
0679721037,Hiroshima,John Hersey,1946
0765328658,Anna Dressed in Blood,Kendare Blake,2011
0983157200,Half-Blood,Jennifer L. Armentrout,2011
0544409914,Girl Waits with Gun,Amy  Stewart,2015
1605977276,A Modest Proposal,Jonathan Swift,1729
0761147489,I Will Teach You To Be Rich,Ramit Sethi,2009
0142408654,A Countess Below Stairs,Eva Ibbotson,1981
0698193032,The Bourbon Kings,J.R. Ward,2015
160751351X,The Night Angel Trilogy,Brent Weeks,2009
0060887184,The Last Kingdom,Bernard Cornwell,2004
0060541814,The Andromeda Strain,Michael Crichton,1969
1468139339,Wait for Me,Elisabeth Naughton,2011
0061120081,To Kill a Mockingbird,Harper Lee,1960
0061431621,The Lollipop Shoes,Joanne Harris,2007
1416914293,City of Ashes,Cassandra Clare,2008
044022750X,The River,Gary Paulsen,1991
0316069485,The Reversal,Michael Connelly,2010
0062117181,Defiance,C.J. Redwine,2012
0316098108,Aurora,Kim Stanley Robinson,2015
0441017029,Magic Strikes,Ilona Andrews,2009
0399504338,Amphigorey,Edward Gorey,1972
0060931728,Ariel,Sylvia Plath,1965
0316133973,Days of Blood & Starlight,Laini Taylor,2012
1594480036,Grass for His Pillow ,Lian Hearn,2003
0552551317,Girls in Love,Jacqueline Wilson,1997
0842339655,The Holiness of God,R.C. Sproul,1984
0439324599,Cut,Patricia McCormick,2000
1620610116,Onyx,Jennifer L. Armentrout,2012
0553268465,The Dogs of War,Frederick Forsyth,1974
1416544186,Downtown Owl,Chuck Klosterman,2008
1416524517,Cell,Stephen King,2006
0425193942,Sullivan's Island,Dorothea Benton Frank,1999
0525423346,A Tale Dark and Grimm,Adam Gidwitz,2010
1857231511,The Sword of Shannara,Terry Brooks,1977
0375703829,Seta,Alessandro Baricco,1996
1582349908,The Goose Girl,Shannon Hale,2003
1841957178,The Penelopiad,Margaret Atwood,2005
0061160881,This Body of Death,Elizabeth  George,2010
1555838537,Stone Butch Blues,Leslie Feinberg,1993
0141186356,Giovanni's Room,James     Baldwin,1956
0060588284,Kitten's First Full Moon,Kevin Henkes,2004
0812536355,A Deepness in the Sky,Vernor Vinge,1998
0375701044,Personal History,Katharine Graham,1997
0061056901,Interesting Times,Terry Pratchett,1994
078685149X,The Supernaturalist,Eoin Colfer,2004
0375761144,Our Mutual Friend,Charles Dickens,1865
0802131786,Tropic of Cancer,Henry Miller,1934
0312206488,Excalibur,Bernard Cornwell,1997
0571225381,The Remains of the Day,Kazuo Ishiguro,1989
0060525657,A Dangerous Path,Erin Hunter,2004
1423170288,Alienated,Melissa Landers,2014
0553568019,Rogue Squadron,Michael A. Stackpole,1996
0394743253,The Sportswriter,Richard Ford,1986
1599908735,Palace of Stone,Shannon Hale,2012
0316175560,Shut Out,Kody Keplinger,2011
0375826726,Brisingr,Christopher Paolini,2008
141659485X,The Christmas Sweater,Glenn Beck,2008
1502784270,milk and honey,Rupi Kaur,2014
0060757353,The Pigman,Paul Zindel,1968
014013168X,The Buddha of Suburbia,Hanif Kureishi,1990
0804188971,What Do You Do?,Gillian Flynn,2014
0385534639,The Night Circus,Erin Morgenstern,2011
0451456734,Queen of the Darkness,Anne Bishop,2000
0061583251,The Happiness Project,Gretchen Rubin,2009
0060929871,Brave New World,Aldous Huxley,1932
0571234607,Capital,John Lanchester,2012
0340606517,Schindler's Ark,Thomas Keneally,1982
0316252905,Jamaica Inn,Daphne du Maurier,1935
0142000671,Of Mice and Men ,John Steinbeck,1937
0552154164,Jingo,Terry Pratchett,1997
1782115080,Reasons To Stay Alive ,Matt Haig,2015
1416950095,"Fallout (Crank, #3)",Ellen Hopkins,2010
0007169914,Mr. Brown Can Moo! Can You?,Dr. Seuss,1970
1423113381,The Red Pyramid,Rick Riordan,2010
1402271514,Double Time,Olivia Cunning,2012
006093140X,The Golden Notebook,Doris Lessing,1962
0007235801,Ser Como o Rio que Flui,Paulo Coelho,2000
0142400769,Things Not Seen,Andrew Clements,2002
0553299492,The Robots of Dawn,Isaac Asimov,1983
0698184890,Just One Night,Gayle Forman,2014
015206396X,Graceling,Kristin Cashore,2008
1416983082,Thirst No. 1,Christopher Pike,1998
0061245097,One Foot in the Grave,Jeaniene Frost,2008
0061232920,Forever Princess,Meg Cabot,2008
1442402350,Dust & Decay,Jonathan Maberry,2011
0871137380,Black Hawk Down,Mark Bowden,1999
0060851988,Queen of Babble,Meg Cabot,2006
1573225126,Prozac Nation,Elizabeth Wurtzel,1994
0886773520,Magic's Pawn,Mercedes Lackey,1989
0385732538,Messenger ,Lois Lowry,2004
1907411054,Under the Never Sky,Veronica Rossi,2011
0307275558,The Devil Wears Prada,Lauren Weisberger,2003
0373210574,The Lost Prince,Julie Kagawa,2012
0679733973,The Killer Inside Me,Jim Thompson,1952
067001110X,Wintergirls,Laurie Halse Anderson,2009
0060975776,Jesus' Son: Stories,Denis Johnson,1992
0375831002,The Book Thief,Markus Zusak,2005
014038572X,The Outsiders,S.E. Hinton,1967
0553572946,Endymion,Dan Simmons,1996
0545027896,Wonderstruck,Brian Selznick,2011
034550500X,The City of Mirrors,Justin Cronin,2016
1423157311,The Archived,Victoria Schwab,2013
0670062405,Llama Llama Mad at Mama,Anna Dewdney,2007
0810993139,Greg Heffley's Journal,Jeff Kinney,2004
0425212017,Strange Candy,Laurell K. Hamilton,2006
0552148067,The Seeress of Kell,David Eddings,1991
0345469011,A Widow for One Year,John Irving,1998
1594480001,The Kite Runner ,Khaled Hosseini,2003
0805445528,Breaking Free,Beth Moore,1999
1594205388,Lexicon,Max Barry,2013
037575931X,Crossing to Safety,Wallace Stegner,1987
006057299X,Every Which Way But Dead,Kim Harrison,2005
0836218310,The Far Side Gallery 3,Gary Larson,1984
0060855908,Equal Rites,Terry Pratchett,1987
0451190750,Thinner,"Richard Bachman, Stephen King",1984
0684855631,The Empty Chair ,Jeffery Deaver,2000
0849945119,Blink,Ted Dekker,2002
1481422340,Afterworlds,Scott Westerfeld,2014
0316780375,The Weight of Water,Anita Shreve,1997
0061020613,Witches Abroad,Terry Pratchett,1991
1476754454,Mr. Mercedes,Stephen King,2014
1841156736,The Corrections,Jonathan Franzen,2001
0553213156,Anne of Ingleside,L.M. Montgomery,1939
0316601950,The Pilot's Wife,Anita Shreve,1998
0553572989,The Rise of Endymion,Dan Simmons,1997
0446615757,The Christmas Train,David Baldacci,2001
0142406147,Skeleton Key,Anthony Horowitz,2002
0425263924,Entwined with You,Sylvia Day,2013
034552666X,Great North Road,Peter F. Hamilton,2012
0399156909,Bad Blood,John Sandford,2010
0679736328,Suttree,Cormac McCarthy,1979
0061448761,Gone,Michael  Grant,2008
1599901196,The Declaration,Gemma Malley,2007
0385537859,Inferno,Dan Brown,2013
0312858868,The Prestige,Christopher Priest,1995
0385335997,Voyager,Diana Gabaldon,1993
0743246071,The Queen's Fool,Philippa Gregory,2003
0399160302,Salt to the Sea,Ruta Sepetys,2016
0743437349,The Reality Bug,D.J. MacHale,2003
0345477243,Back When We Were Grownups,Anne Tyler,2001
0440241006,The Persuader,Lee Child,2003
0743437322,The Lost City of Faar,D.J. MacHale,2003
0385737637,Revolution,Jennifer Donnelly,2010
0007165161,The Sands of Time,Sidney Sheldon,1985
8408057235,Maktub,Paulo Coelho,1994
044654759X,Safe Haven,Nicholas Sparks,2010
1841580651,Gods and Generals,Jeff Shaara,1996
0743418719,Salem Falls,Jodi Picoult,2001
0060891564,Eaters of the Dead,Michael Crichton,1976
0451528522,The Invisible Man,H.G. Wells,1897
0545424925,The Raven Boys,Maggie Stiefvater,2012
1101874996,The Cartel,Don Winslow,2015
0152053107,A Northern Light,Jennifer Donnelly,2003
0060564652,Hissy Fit,Mary Kay Andrews,2004
0743412028,Pay It Forward,Catherine Ryan Hyde,1999
125001980X,Lost Lake,Sarah Addison Allen,2014
0689867042,Tithe: A Modern Faerie Tale,Holly Black,2002
0671729446,Heaven,V.C. Andrews,1985
0670018856,The Beach House,Jane Green,2008
037572737X,American Tabloid,James Ellroy,1995
1402208766,Mr. Darcy's Diary,Amanda Grange,2005
0765312182,Blindsight,Peter Watts,2006
1400066212,Strength in What Remains,Tracy Kidder,2000
0743454510,Second Glance,Jodi Picoult,2003
0765342405,Ender's Shadow,Orson Scott Card,1998
0689862210,The View from Saturday,E.L. Konigsburg,1996
0330398059,Blubber,Judy Blume,1974
0060888644,Sword Song,Bernard Cornwell,2007
1416530738,Once and Always,Judith McNaught,1987
0857520199,Second Life,S.J. Watson,2015
0060560150,Ruby Holler,Sharon Creech,2002
0399170863,The Liar,Nora Roberts,2014
0618683070,Dairy Queen,Catherine Gilbert Murdock,2006
0140236236,Regeneration,Pat Barker,1991
0385340559,Bad Luck and Trouble,Lee Child,2007
0060096128,Princess in Pink,Meg Cabot,2003
0765330423,The Alloy of Law,Brandon Sanderson,2011
0060750863,The System of the World,Neal Stephenson,2004
0802170374,Flight: A Novel,Sherman Alexie,2007
051511779X,Born in Shame,Nora Roberts,1996
0312315732,Little Children,Tom Perrotta,2004
0312593554,Night Pleasures,Sherrilyn Kenyon,2002
0451229444,Crave,J.R. Ward,2010
0060569662,Autobiography of a Face,Lucy Grealy,1994
080508049X,The Black Cauldron,Lloyd Alexander,1965
0399256121,Bloodrose,Andrea Cremer,2012
1597801577,The Windup Girl,Paolo Bacigalupi,2009
074348486X,As You Like It,William Shakespeare,1599
0425227510,Vision in White,Nora Roberts,2009
0140097317,City of Glass,Paul Auster,1985
0395389496,The Polar Express,Chris Van Allsburg,1985
0425227944,The Darkest Hour,Maya Banks,2010
1502446936,Stepbrother Dearest,Penelope Ward,2014
1439102252,Wishful Drinking,Carrie Fisher,2008
1857988841,The Sirens of Titan,Kurt Vonnegut Jr.,1959
1533134138,The Bird and the Sword,Amy Harmon,2016
0765310082,Toll the Hounds,Steven Erikson,2008
0441013651,The Atrocity Archives,Charles Stross,2004
0385732953,All-of-a-Kind Family,Sydney Taylor,1951
0375727132,The Dive From Clausen's Pier,Ann Packer,2002
0618620117,How We Decide,Jonah Lehrer,2009
1612187005,The Wretched of Muirwood,Jeff Wheeler,2011
0425194523,Raise the Titanic!,Clive Cussler,1976
0224081187,On Chesil Beach,Ian McEwan,2007
1595141979,Shadow Kiss,Richelle Mead,2008
1477823832,The Paper Magician,Charlie N. Holmberg,2014
0525421556,Hold Still,Nina LaCour,2009
0553280511,The Blue Castle,L.M. Montgomery,1926
0515141429,Killing Floor,Lee Child,1997
0515139408,Red Lily,Nora Roberts,2005
0440416795,Harriet the Spy,Louise Fitzhugh,1964
0385315546,Drinking: A Love Story,Caroline Knapp,1996
0061985864,Supernaturally,Kiersten White,2011
0765309416,The Android's Dream,John Scalzi,2006
0312971230,Ice Station,Matthew Reilly,1998
0553589393,Midnight Awakening ,Lara Adrian,2007
0765316994,Redshirts,John Scalzi,2012
0385352875,The Water Knife,Paolo Bacigalupi,2015
0425170349,Rainbow Six,Tom Clancy,1998
1405038160,The Six Sacred Stones,Matthew Reilly,2007
0345533232,Never Seduce a Scot,Maya Banks,2012
0553582798,Lake in the Clouds,Sara Donati,2002
0316015059,Double Cross,James Patterson,2007
0440227194,Brian's Winter,Gary Paulsen,1996
0552772275,The Wedding Girl,Madeleine Wickham,1999
0312997116,As The Crow Flies,Jeffrey Archer,1990
0345472446,"Lucia, Lucia",Adriana Trigiani,2003
0330487140,A Bend in the River,V.S. Naipaul,1979
0451203771,The Scarlet Feather,Maeve Binchy,2000
0140065172,Ordinary People,Judith Guest,1976
0143037234,The Big Over Easy,Jasper Fforde,2005
0060512806,Cryptonomicon,Neal Stephenson,1999
0440238153,The Amber Spyglass,Philip Pullman,2000
0385517238,The Innocent Man,John Grisham,2006
0385338104,The Book of Joe,Jonathan Tropper,2003
1934781630,Zeitoun,Dave Eggers,2008
0446617687,Sex and the City,Candace Bushnell,1996
0670241334,Corduroy,Don Freeman,1948
0312379293,A Prisoner of Birth,Jeffrey Archer,2008
1400041988,Pnin,"Vladimir Nabokov, David Lodge",1953
1476738963,We Are Called to Rise,Laura  McBride,2014
0689840330,Silver on the Tree,Susan Cooper,1977
0060892013,The Sight,Erin Hunter,2007
0307931889,Every Day,David Levithan,2012
0831727527,Gerald's Game,Stephen King,1992
0425210758,Mr. Murder,Dean Koontz,1993
0307276902,A Million Little Pieces,James Frey,2003
0060887303,Pretty Little Liars,Sara Shepard,2006
042518160X,Danse Macabre,Stephen King,1981
0452281253,Anthem,Ayn Rand,1938
0375703063,A Virtuous Woman ,Kaye Gibbons,1989
1401303366,The Middle Place,Kelly Corrigan,2005
033034837X,The Third Twin,Ken Follett,1996
